RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
-0.2263115278905478,0.7727272727272727,0.0,-0.46759113302154837,-0.8292822419216471,1.5,0.0,-0.5,0.0,1.0,0
0.5637699165183213,-1.2727272727272727,0.0,-0.5117669641280056,-0.5719187875321704,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
0.45129140947803886,0.2727272727272727,2.0,0.10039916316620597,0.028595939376608523,1.1666666666666667,0.0,0.0,0.0,0.0,0
1.0391444995239896,-1.0909090909090908,1.0,-0.3048367177145422,-0.3431512725193023,0.0,0.0,-0.5,0.0,0.0,0
1.5983617526042435,-1.2727272727272727,0.0,0.15320007940045108,-1.3297111810122964,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
-0.13372177280066824,0.45454545454545453,0.0,1408.9177057692732,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0
0.061770839384080324,0.22727272727272727,0.0,-0.07601998396546215,0.45753503002573637,0.16666666666666666,0.0,0.5,0.0,0.0,0
1.0188407744157093,-0.45454545454545453,2.0,-0.1569230088266504,-0.9064912782384902,-0.16666666666666666,0.0,-0.5,0.0,0.0,0
-0.2913584886573845,0.5454545454545454,0.0,-0.42264505169805544,1.6013726050900772,0.16666666666666666,0.0,0.0,0.0,0.0,0
1.3750657007369507,-0.09090909090909091,3.0,0.2904731976368601,-0.4003431512725193,0.16666666666666666,0.0,0.0,0.0,1.0,0
1.5983617526042435,1.0454545454545454,1.0,-0.33530922528527124,-0.5719187875321704,-1.1666666666666667,0.0,0.0,0.0,1.0,0
0.39581257756930327,-1.1818181818181819,0.0,-0.514322198195288,-1.258221332570775,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
0.2840437474777134,0.0,0.0,0.6373996229068608,-0.5433228481555619,0.3333333333333333,0.0,0.5,0.0,0.0,0
1.0692124611177385,-0.5,1.0,0.24964170594774895,0.08578781812982557,1.0,0.0,0.0,0.0,0.0,0
-0.15360246131399535,1.3181818181818181,0.0,107.66828026115662,0.0,-0.16666666666666666,0.0,-0.5,0.0,0.0,0
0.5950278086109024,-0.9545454545454546,0.0,-0.45918356572871466,1.100943665999428,-0.6666666666666666,0.0,-0.5,0.0,1.0,0
1.0667937474680287,-1.0909090909090908,0.0,-0.2833062750152489,-0.4972833857592222,-0.6666666666666666,0.0,-0.5,0.0,1.0,0
0.40571389815422226,0.7272727272727273,0.0,2433.904088056986,-1.543894766943094,3.8333333333333335,0.0,0.0,0.0,0.0,0
-0.29021951069051277,0.8181818181818182,0.0,-0.2722537018710413,3.2599370889333716,0.6666666666666666,0.0,0.0,0.0,2.0,0
-0.17525381598073095,0.45454545454545453,0.0,-0.512623033331543,-0.6482699456677152,-1.0,0.0,-0.5,0.0,0.0,0
-0.026588561094592063,-0.9545454545454546,0.0,0.46577032153329434,-0.9902773806119531,-0.6666666666666666,0.0,0.5,0.0,0.0,0
1.2847591077606,-0.6363636363636364,0.0,0.03917335657582163,2.1732913926222475,0.8333333333333334,0.0,0.5,0.0,2.0,0
-0.2912080669111379,0.8181818181818182,0.0,-0.1589315753151605,0.42893909064912783,2.1666666666666665,1.0,0.0,0.0,0.0,0
1.2562800571195591,0.9545454545454546,0.0,4464.401390055516,-1.54418072633686,0.16666666666666666,0.0,0.0,1.0,0.0,0
1.0846423704699941,-0.9545454545454546,0.0,0.661036512884322,-0.6863025450386046,0.3333333333333333,0.0,0.5,0.0,1.0,1
1.5983617526042435,0.45454545454545453,0.0,-0.5287340549284592,0.0,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
-0.23738360020165247,-0.045454545454545456,0.0,-0.08673987581530436,0.10008578781812982,-0.5,0.0,0.0,0.0,0.0,0
1.5832743531902471,-1.0454545454545454,0.0,-0.5170999675537351,-0.906205318844724,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
-0.15746467381902737,0.13636363636363635,0.0,-0.4232091534224013,2.400057191878753,-0.6666666666666666,0.0,0.0,0.0,0.0,0
0.5684112343006527,-0.2727272727272727,1.0,-0.5043222478360782,2.1732913926222475,0.3333333333333333,0.0,-0.5,0.0,1.0,0
0.4667969359933105,0.5454545454545454,0.0,-0.021998478458568105,-0.6245353159851301,-0.6666666666666666,0.0,0.0,0.0,0.0,0
0.7311858732407227,-0.4090909090909091,0.0,3572.8579920909747,0.0,-0.8333333333333334,0.0,0.0,0.0,2.0,0
0.9474854298562795,-0.7727272727272727,0.0,-0.15132857688967669,0.1181012296253932,0.3333333333333333,0.0,-0.5,0.0,2.0,0
0.9399898669978007,0.2727272727272727,0.0,-0.18086527117206355,0.6814412353445811,0.5,0.0,0.0,0.0,0.0,0
-0.2395810899497562,0.7727272727272727,0.0,-0.5171435868194,0.057191878753217046,-0.8333333333333334,0.0,-0.5,0.0,0.0,0
-0.10020226707662427,0.9090909090909091,0.0,2480.7894609272894,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,0
-0.27286027614724645,-0.2727272727272727,0.0,0.9880404415799449,-0.5930797826708607,-0.3333333333333333,0.0,0.5,0.0,2.0,0
0.34646127753882616,0.36363636363636365,0.0,0.2645344349339735,-0.2573634543894767,0.3333333333333333,0.0,0.5,0.0,0.0,0
-0.2913584886573845,0.6818181818181818,0.0,0.2517034260228255,-0.4804117815270232,-1.0,0.0,0.0,0.0,0.0,0
1.1275828298455919,0.13636363636363635,2.0,-0.07226330861181113,0.6642836717186159,1.5,0.0,0.0,0.0,1.0,0
-0.27851010370822576,-1.1363636363636365,1.0,0.4537608381255798,-1.325707749499571,-0.8333333333333334,0.0,-0.5,0.0,0.0,0
-0.28330057145495413,-0.9545454545454546,0.0,-0.36796154636563555,-0.9722619388046897,-0.3333333333333333,1.0,-0.5,0.0,2.0,0
0.21789045933359857,0.5454545454545454,0.0,-0.296382034228541,1.1595653417214755,0.8333333333333334,0.0,0.0,0.0,3.0,0
0.21111513318157638,-0.7272727272727273,0.0,-0.14988320904109953,0.8533028309979983,-0.3333333333333333,0.0,0.5,0.0,1.0,0
-0.022993600411685456,0.6818181818181818,0.0,2630.822654112261,0.0,-0.16666666666666666,0.0,0.5,0.0,0.0,0
1.2727786014853915,0.18181818181818182,0.0,0.0044475810935215975,0.3983414355161567,1.1666666666666667,1.0,0.0,0.0,0.0,0
-0.17860100407970708,-0.9545454545454546,0.0,4561.057389511218,-1.54418072633686,0.5,0.0,0.5,0.0,1.0,0
-0.039907015890491906,-0.13636363636363635,1.0,-0.2649040705579217,1.388904775521876,0.16666666666666666,0.0,0.5,0.0,3.0,1
0.15124826271977365,-0.7272727272727273,0.0,-0.36050306597086024,0.9150700600514727,1.8333333333333333,0.0,-0.5,0.0,3.0,0
-0.0602533655327963,-1.0454545454545454,0.0,0.4733822902125785,-0.17157563625965114,-0.5,0.0,0.0,0.0,0.0,0
0.5786240431732483,-0.6818181818181818,0.0,-0.42175469125411413,-0.12153274235058621,-0.3333333333333333,0.0,-0.5,0.0,0.0,0
0.34275340983965397,0.7727272727272727,0.0,-0.13857758760506317,2.745210180154418,1.0,0.0,0.5,0.0,1.0,0
0.21985353682121342,-0.5,0.0,3.507301582461689,-1.2462110380325995,0.5,0.0,0.5,0.0,2.0,0
0.05505876217485808,0.0,0.0,-0.36841259086578215,1.5536173863311409,1.0,0.0,0.5,0.0,1.0,0
-0.1498908500786508,0.6363636363636364,0.0,-0.2274522857261965,-0.2573634543894767,-0.8333333333333334,0.0,0.0,0.0,0.0,0
-0.25874384721555144,0.045454545454545456,0.0,3.22860299271124,2.0057191878753216,0.8333333333333334,0.0,0.0,0.0,2.0,0
-0.1883742639802304,0.18181818181818182,0.0,0.18106982844732955,-0.12868172719473836,1.6666666666666667,0.0,0.5,0.0,0.0,0
-0.23624623605602815,-0.9545454545454546,0.0,0.04114944232063405,-0.6005147269087789,0.3333333333333333,0.0,0.0,0.0,0.0,0
-0.2913584886573845,0.2727272727272727,0.0,-0.07265496881999357,-0.1469831283957678,0.16666666666666666,0.0,0.0,0.0,1.0,0
0.38990392822903797,0.2727272727272727,1.0,4734.1726124169545,0.0,0.0,0.0,0.5,0.0,0.0,0
-0.28427262663678243,0.5454545454545454,0.0,-0.5228752140131534,-0.6291106662853875,-0.5,0.0,-0.5,1.0,0.0,0
1.0965986505292868,-0.3181818181818182,0.0,0.32454746551876923,-0.1955962253360023,0.8333333333333334,0.0,0.5,0.0,2.0,1
-0.13911473444300673,0.36363636363636365,0.0,0.17424213953127074,-0.13840434658278525,1.1666666666666667,0.0,0.5,0.0,0.0,0
-0.21692658475151272,-0.045454545454545456,0.0,22311.138244779362,-1.54418072633686,-0.16666666666666666,0.0,-0.5,0.0,0.0,0
-0.24644468494307453,1.4090909090909092,0.0,-0.35014011895650055,1.4583929082070346,0.8333333333333334,0.0,-0.5,0.0,0.0,0
1.1917614886411017,0.0,0.0,3839.743960737318,0.0,0.3333333333333333,0.0,0.5,1.0,0.0,0
1.388267049557789,-0.8181818181818182,0.0,0.0027351642594631888,-0.6720045753503002,-0.6666666666666666,0.0,-0.5,0.0,1.0,0
1.2037384800363098,-0.36363636363636365,0.0,0.21049009120129755,-0.657706605661996,-0.5,0.0,0.0,0.0,0.0,0
0.1722901069589417,-0.6818181818181818,0.0,-0.11265570363640981,0.31455533314269374,0.5,1.0,0.0,1.0,0.0,0
0.7333286272365646,-0.18181818181818182,2.0,13.89753452054955,0.0,-1.0,0.0,-0.5,0.0,0.0,0
-0.2714571266025506,0.22727272727272727,0.0,-0.12383930769283469,0.08979124964255075,-0.3333333333333333,0.0,0.0,0.0,0.0,0
0.3949873782312697,-0.9090909090909091,0.0,0.16448271113488555,-0.7148984844152131,-0.6666666666666666,0.0,0.0,0.0,0.0,0
-0.22971963112759253,1.0454545454545454,0.0,-0.5189255007596939,0.6005147269087789,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.26674549610245113,0.4090909090909091,0.0,21.110668808288555,0.0,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.2547210065842292,-0.8181818181818182,0.0,-0.058555244604228986,-0.4003431512725193,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.9076408862334908,0.0,0.0,-0.32930737676957683,-0.7749499571060909,-1.0,0.0,-0.5,0.0,0.0,0
1.3867295333316216,-0.36363636363636365,0.0,-0.09703333149393606,-0.14069202173291392,0.0,0.0,-0.5,0.0,1.0,0
-0.28548363318757297,0.22727272727272727,0.0,-0.15518128791323463,0.8387189019159279,-0.16666666666666666,0.0,0.0,0.0,0.0,0
-0.0743601134267272,-0.2727272727272727,0.0,-0.49088558233395285,0.24306548470117242,-0.3333333333333333,0.0,-0.5,0.0,3.0,0
-0.25566773195341064,1.2727272727272727,0.0,-0.5237154749115859,1.3325707749499571,-0.5,0.0,-0.5,0.0,0.0,0
0.909398515205651,-0.9090909090909091,0.0,0.22070122337830317,-0.6863025450386046,-0.6666666666666666,0.0,0.0,0.0,1.0,0
1.5983617526042435,0.45454545454545453,0.0,0.42948941305270705,0.8332856734343723,0.0,0.0,1.0,0.0,0.0,0
-0.21339257511136284,0.4090909090909091,0.0,6836.0799438641,0.0,0.5,0.0,1.5,0.0,0.0,0
-0.10855230482204188,-0.22727272727272727,0.0,-0.5146702016295074,0.7434944237918215,-1.0,0.0,-0.5,0.0,2.0,0
0.3104157069268716,0.2727272727272727,0.0,1.4658838302997,-0.44809837003145553,3.0,0.0,1.5,0.0,0.0,0
0.0619956745414287,0.0,0.0,-0.4941208995544204,-0.5433228481555619,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.2789962191711399,0.7272727272727273,0.0,-0.372801684981245,1.315413211323992,0.3333333333333333,0.0,0.5,0.0,1.0,0
0.050628339082261296,-0.5909090909090909,1.0,0.025871686324518126,-0.6585644838432942,-0.16666666666666666,0.0,0.0,0.0,3.0,0
-0.27717112906934066,1.0,0.0,9.569653947906149,0.0,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.16303313001828076,-0.2727272727272727,0.0,-0.31363402075133046,1.372605090077209,-0.3333333333333333,0.0,0.5,0.0,0.0,0
-0.2281250755799592,-0.36363636363636365,0.0,1.2649745601914355,-0.3811838718901916,-0.5,0.0,0.5,0.0,1.0,0
-0.2771466723075326,0.7272727272727273,0.0,387.53789062543007,0.0,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.26249905241150107,0.7272727272727273,0.0,-0.3514299341215357,0.7915356019445239,-0.3333333333333333,0.0,-0.5,0.0,0.0,0
0.6858551008237611,-0.9545454545454546,0.0,-0.3502053819529091,-1.4012010294538175,-0.8333333333333334,0.0,-0.5,0.0,0.0,0
0.30952686936362944,-0.8181818181818182,0.0,-0.09892676481819897,-0.2573634543894767,0.5,0.0,0.5,0.0,0.0,0
0.2710121862580908,0.6818181818181818,0.0,-0.18321344067860154,-0.35887903917643693,0.8333333333333334,0.0,-0.5,0.0,0.0,0
0.5492603274716754,0.2727272727272727,0.0,5.3962900233458426e-05,2.459250786388333,0.16666666666666666,0.0,0.5,1.0,4.0,0
0.23390192636881785,-0.5909090909090909,0.0,5899.815113315578,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0
-0.2843249208702483,0.2727272727272727,0.0,0.3849147288005555,-0.6211038032599371,-0.5,0.0,0.0,0.0,0.0,0
-0.2913584886573845,0.4090909090909091,0.0,-0.20751904735223725,-0.6005147269087789,1.0,0.0,0.0,0.0,0.0,0
-0.2913584886573845,0.3181818181818182,0.0,-0.21300890471093423,3.936802973977695,0.8333333333333334,0.0,0.5,0.0,0.0,0
-0.0042862412032108575,-0.7272727272727273,0.0,-0.1444262421321277,1.8873319988561623,2.3333333333333335,0.0,0.5,0.0,0.0,0
-0.2913584886573845,0.3181818181818182,0.0,-0.02136273444184966,-0.2573634543894767,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.04071753399050291,-0.4090909090909091,1.0,1433.4423623475857,0.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0
-0.2696294192379555,1.1363636363636365,0.0,-0.5258516835818249,-1.258221332570775,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
-0.2913584886573845,-0.18181818181818182,0.0,0.2177801723203644,-0.24306548470117242,-0.16666666666666666,0.0,0.5,0.0,0.0,0
0.016736785199912917,1.3181818181818181,0.0,-0.4039719940482237,-0.7575064340863598,-0.16666666666666666,0.0,-0.5,0.0,1.0,0
-0.2019528255653089,-0.045454545454545456,0.0,-0.38314365764372293,-0.6434086359736917,-0.5,0.0,-0.5,0.0,0.0,0
-0.1328487333002229,0.045454545454545456,0.0,-0.24071716177949823,0.7271947383471548,0.0,0.0,0.0,0.0,0.0,0
-0.12226942637822637,0.18181818181818182,0.0,1.0089641024393117,-0.77209036316843,0.5,0.0,0.0,0.0,2.0,0
1.1703765902241903,0.5,0.0,1.100319219998895,-0.36059479553903345,0.6666666666666666,0.0,0.0,0.0,1.0,0
-0.11379605791865,0.13636363636363635,0.0,-0.36708535684531596,1.1581355447526451,-0.3333333333333333,0.0,0.5,0.0,0.0,0
0.12353042548299865,0.09090909090909091,0.0,-0.07288739908877427,0.004861309694023448,2.0,0.0,0.5,0.0,1.0,0
-0.011686945765253288,0.13636363636363635,0.0,-0.06263828975974364,0.4000571918787532,-0.5,0.0,0.0,0.0,0.0,0
0.7981004106937916,0.9090909090909091,0.0,4372.073271172457,0.0,0.5,0.0,0.0,0.0,0.0,0
0.16949145178869032,0.045454545454545456,0.0,0.2416687602909156,0.92622247640835,2.3333333333333335,0.0,0.5,0.0,3.0,0
0.3936345878463192,-1.1363636363636365,0.0,817.4406941746747,0.0,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.07087197297058039,-0.9545454545454546,0.0,-0.03305642394519322,-0.45753503002573637,-0.16666666666666666,0.0,0.0,0.0,0.0,0
1.5983617526042435,-0.6363636363636364,0.0,0.09693286695957637,0.12038890477552187,-0.16666666666666666,0.0,0.0,0.0,4.0,0
0.6476659390698141,-0.5454545454545454,0.0,0.12385812820281829,2.030311695739205,0.5,0.0,0.5,0.0,2.0,0
-0.04399010458857091,-0.18181818181818182,1.0,0.08854026114988231,-0.4183585930797827,1.5,0.0,0.0,0.0,0.0,0
0.7423163379131215,-0.09090909090909091,0.0,0.5504546733558755,-0.5433228481555619,0.16666666666666666,0.0,0.5,0.0,3.0,0
-0.15477495914185854,-0.8181818181818182,0.0,-0.49135312904272294,-0.9485273091221047,-1.0,0.0,-0.5,0.0,0.0,0
-0.2913584886573845,-0.18181818181818182,2.0,0.006302164476510696,-0.6863025450386046,1.0,0.0,0.0,0.0,5.0,0
0.04110384197917387,0.22727272727272727,1.0,0.4173588514154654,-0.5433228481555619,0.16666666666666666,0.0,0.0,0.0,1.0,0
-0.19537988658164432,-1.0,0.0,-0.07405960698450159,-0.4003431512725193,-0.6666666666666666,0.0,0.0,0.0,1.0,0
-0.2913584886573845,-1.0909090909090908,0.0,-0.32010661572216503,-0.6388332856734343,-0.16666666666666666,0.0,-0.5,0.0,0.0,0
0.11088798793548807,-0.7272727272727273,0.0,0.28454984677636547,1.1961681441235346,0.3333333333333333,0.0,0.5,0.0,1.0,0
-0.2673923625234836,0.36363636363636365,0.0,0.06704167165160366,0.40749213611667146,2.0,0.0,0.5,0.0,0.0,0
-0.06164962515680349,0.2727272727272727,0.0,-0.03395427450777893,1.8873319988561623,2.5,0.0,0.5,0.0,4.0,0
-0.21426666718608786,-0.13636363636363635,0.0,0.6282517543305541,-0.657706605661996,0.5,0.0,0.0,0.0,0.0,0
-0.01222368305905254,-0.5454545454545454,0.0,-0.47846165963997517,0.4003431512725193,-0.3333333333333333,0.0,-0.5,0.0,3.0,0
-0.2913584886573845,0.5,0.0,2.3565196601671428,0.0,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.2913584886573845,-0.09090909090909091,1.0,0.5194310029810861,-0.5498999142121819,-0.5,0.0,0.0,0.0,1.0,0
-0.1576193625540054,-0.6363636363636364,0.0,3011.67614450488,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0
1.685816508008275,-0.22727272727272727,1.0,1.064360621768194,0.004575350300257364,-0.3333333333333333,0.0,0.5,0.0,1.0,1
0.3203814386326551,0.5,0.0,0.3524819625442681,-0.07263368601658564,0.16666666666666666,0.0,0.5,0.0,2.0,0
0.3976293661292525,-0.45454545454545453,0.0,0.3280407215361127,0.4335144409493852,-0.16666666666666666,0.0,1.0,0.0,0.0,0
0.9137850268646106,0.09090909090909091,2.0,4.350512965867834,-1.0080068630254504,0.16666666666666666,0.0,0.5,0.0,0.0,0
-0.13757336696660277,0.5,0.0,1828.7221213156834,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.251737875015858,-1.0454545454545454,0.0,922.0311413468902,-1.543894766943094,-0.8333333333333334,0.0,0.0,0.0,2.0,0
0.030088629466094502,-0.7272727272727273,0.0,-0.32898572147228367,0.6674292250500429,0.0,0.0,-0.5,0.0,0.0,0
1.1672139692299148,-0.8636363636363636,0.0,0.7010036561343601,-0.11438375750643409,-0.16666666666666666,0.0,1.0,0.0,0.0,0
-0.18670121700480694,0.9090909090909091,0.0,-0.4002085340204615,-0.2573634543894767,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
1.5983617526042435,-1.0454545454545454,0.0,1404.5898251966296,0.0,-1.0,0.0,-0.5,0.0,0.0,0
0.023341832423407594,0.045454545454545456,0.0,0.25551533955885214,0.6022304832713755,0.5,0.0,1.0,0.0,3.0,0
-0.27504635576339237,1.2272727272727273,0.0,-0.001957193103485987,-0.3431512725193023,0.16666666666666666,0.0,0.0,0.0,0.0,0
-0.03571801592118003,0.2727272727272727,0.0,-0.03534834687318222,1.1595653417214755,0.5,0.0,0.5,0.0,2.0,0
0.02530458865854932,0.7727272727272727,0.0,-0.05160851589039271,-0.11438375750643409,0.3333333333333333,0.0,0.0,0.0,1.0,0
1.5983617526042435,0.7727272727272727,0.0,-0.5210605077217606,-0.899342293394338,-1.3333333333333333,1.0,-0.5,0.0,3.0,0
-0.16222415770958162,1.0454545454545454,0.0,-0.512969207514907,1.3340005719187875,0.16666666666666666,0.0,-0.5,0.0,0.0,0
-0.2913584886573845,-0.5,0.0,0.7805053969384842,-0.8578781812982557,-0.3333333333333333,0.0,0.0,0.0,0.0,0
1.4981384907336392,-0.7727272727272727,0.0,2297.5758500187185,0.0,-0.3333333333333333,0.0,0.0,0.0,1.0,1
0.4743259431239636,-0.2727272727272727,0.0,0.43470315163086937,0.657706605661996,2.3333333333333335,0.0,0.5,0.0,1.0,0
-0.18638581699583964,0.5909090909090909,0.0,3140.0699348266344,0.0,-0.3333333333333333,0.0,0.0,0.0,1.0,0
0.9864618793769888,0.13636363636363635,0.0,0.10121179487506263,-0.40892193308550184,0.3333333333333333,1.0,0.0,0.0,0.0,0
0.058214822059799984,0.13636363636363635,4.0,4535.090106075359,0.0,0.5,0.0,0.0,0.0,0.0,0
-0.13009297289401742,-0.045454545454545456,0.0,0.16012550340085507,0.22876751501286818,0.5,0.0,0.0,0.0,0.0,1
-0.2913584886573845,-1.2272727272727273,0.0,-0.3081610075038222,-0.7103231341149556,-0.8333333333333334,0.0,-0.5,1.0,0.0,1
1.1948790511414389,-0.36363636363636365,0.0,-0.10790598310172392,-0.43380040034315126,-0.16666666666666666,2.0,-0.5,2.0,1.0,1
-0.2701754785226372,1.5454545454545454,0.0,18.225415093192954,0.0,-0.8333333333333334,0.0,-0.5,0.0,0.0,0
-0.21891698192738754,0.18181818181818182,0.0,0.10445249886421631,-0.11438375750643409,-0.16666666666666666,0.0,0.5,0.0,0.0,0
1.0597540872222253,0.13636363636363635,0.0,0.15060173098690408,2.745210180154418,0.6666666666666666,0.0,0.5,0.0,3.0,0
-0.21003995973531112,0.5454545454545454,0.0,-0.04975829501102078,0.40977981126680013,1.0,0.0,0.5,0.0,0.0,0
1.7780429038743883,0.045454545454545456,5.0,0.2455292600568775,-0.5433228481555619,-0.16666666666666666,1.0,0.0,2.0,0.0,0
-0.2913584886573845,-0.13636363636363635,0.0,4229.2532122752245,0.0,0.5,0.0,0.0,0.0,0.0,0
1.5983617526042435,0.13636363636363635,0.0,-0.30330974190726046,-0.6148126965970833,-0.5,0.0,-0.5,0.0,4.0,0
-0.09968389030652516,1.2727272727272727,1.0,-0.5053681725045763,-0.11438375750643409,0.16666666666666666,0.0,-0.5,0.0,0.0,0
-0.2424289609988925,-0.6363636363636364,0.0,106.94696683238271,-1.543894766943094,0.8333333333333334,0.0,-0.5,0.0,2.0,1
1.148908115141811,-0.36363636363636365,4.0,-0.20491409315030945,4.4609665427509295,-0.5,0.0,0.0,0.0,3.0,0
0.1464751237093905,-0.5454545454545454,0.0,-0.35610830233184726,-0.6005147269087789,-0.16666666666666666,0.0,-0.5,0.0,0.0,0
-0.07428724958637825,-0.7727272727272727,0.0,148.06183227249505,0.0,-0.3333333333333333,0.0,-0.5,0.0,0.0,0
-0.22429259782589692,0.7727272727272727,0.0,-0.08377210961446448,-0.5719187875321704,0.16666666666666666,0.0,0.0,0.0,0.0,0
-0.20552008483642872,0.5454545454545454,0.0,-0.2671695241683285,-0.057191878753217046,-0.6666666666666666,0.0,0.0,0.0,0.0,0
0.29814862076897747,0.4090909090909091,0.0,-0.1402614130174318,1.2770946525593365,0.6666666666666666,0.0,0.5,0.0,2.0,0
-0.1425639504377316,-0.2727272727272727,0.0,-0.28894729514396034,-0.17157563625965114,-0.3333333333333333,0.0,0.0,0.0,4.0,0
-0.03131507692252052,-0.13636363636363635,0.0,0.0909230738977774,0.5353159851301115,0.5,0.0,0.5,0.0,0.0,0
-0.2343398823065676,0.5454545454545454,0.0,-0.2779051435361717,1.0294538175579069,0.0,0.0,0.0,0.0,0.0,0
